Time (Hour)	Akumulasi Keausan Pompa : Eksperimen_Pompa_01	Akumulasi Kotoran Filter : Eksperimen_Pompa_01	Efek Hambatan Filter : Eksperimen_Pompa_01	Efisiensi Aktual : Eksperimen_Pompa_01	Laju Aliran Masuk : Eksperimen_Pompa_01	RPM Aktual : Eksperimen_Pompa_01
2519	42939.2	1374.76	206.214	0.1	0	2900
2520	42956.3	1374.76	206.214	0.1	0	2900
2521	42973.5	1374.76	206.214	0.1	0	2900
2522	42990.7	1374.76	206.214	0.1	0	2900
2523	43007.9	1374.76	206.214	0.1	0	2900
2524	43025	1374.76	206.214	0.1	0	2900
2525	43042.2	1374.76	206.214	0.1	0	2900
2526	43059.4	1374.76	206.214	0.1	0	2900
2527	43076.5	1374.76	206.214	0.1	0	2900
2528	43093.7	1374.76	206.214	0.1	0	2900
2529	43110.9	1374.76	206.214	0.1	0	2900
2530	43128.1	1374.76	206.214	0.1	0	2900
2531	43145.2	1374.76	206.214	0.1	0	2900
2532	43162.4	1374.76	206.214	0.1	0	2900
2533	43179.6	1374.76	206.214	0.1	0	2900
2534	43196.8	1374.76	206.214	0.1	0	2900
2535	43213.9	1374.76	206.214	0.1	0	2900
2536	43231.1	1374.76	206.214	0.1	0	2900
2537	43248.3	1374.76	206.214	0.1	0	2900
2538	43265.5	1374.76	206.214	0.1	0	2900
2539	43282.6	1374.76	206.214	0.1	0	2900
2540	43299.8	1374.76	206.214	0.1	0	2900
2541	43317	1374.76	206.214	0.1	0	2900
2542	43334.2	1374.76	206.214	0.1	0	2900
2543	43351.3	1374.76	206.214	0.1	0	2900
2544	43368.5	1374.76	206.214	0.1	0	2900
2545	43385.7	1374.76	206.214	0.1	0	2900
2546	43402.9	1374.76	206.214	0.1	0	2900
2547	43420	1374.76	206.214	0.1	0	2900
2548	43437.2	1374.76	206.214	0.1	0	2900
2549	43454.4	1374.76	206.214	0.1	0	2900
2550	43471.6	1374.76	206.214	0.1	0	2900
2551	43488.7	1374.76	206.214	0.1	0	2900
2552	43505.9	1374.76	206.214	0.1	0	2900
2553	43523.1	1374.76	206.214	0.1	0	2900
2554	43540.2	1374.76	206.214	0.1	0	2900
2555	43557.4	1374.76	206.214	0.1	0	2900
2556	43574.6	1374.76	206.214	0.1	0	2900
2557	43591.8	1374.76	206.214	0.1	0	2900
2558	43608.9	1374.76	206.214	0.1	0	2900
2559	43626.1	1374.76	206.214	0.1	0	2900
2560	43643.3	1374.76	206.214	0.1	0	2900
2561	43660.5	1374.76	206.214	0.1	0	2900
2562	43677.6	1374.76	206.214	0.1	0	2900
2563	43694.8	1374.76	206.214	0.1	0	2900
2564	43712	1374.76	206.214	0.1	0	2900
2565	43729.2	1374.76	206.214	0.1	0	2900
2566	43746.3	1374.76	206.214	0.1	0	2900
2567	43763.5	1374.76	206.214	0.1	0	2900
2568	43780.7	1374.76	206.214	0.1	0	2900
2569	43797.9	1374.76	206.214	0.1	0	2900
2570	43815	1374.76	206.214	0.1	0	2900
2571	43832.2	1374.76	206.214	0.1	0	2900
2572	43849.4	1374.76	206.214	0.1	0	2900
2573	43866.6	1374.76	206.214	0.1	0	2900
2574	43883.7	1374.76	206.214	0.1	0	2900
2575	43900.9	1374.76	206.214	0.1	0	2900
2576	43918.1	1374.76	206.214	0.1	0	2900
2577	43935.3	1374.76	206.214	0.1	0	2900
2578	43952.4	1374.76	206.214	0.1	0	2900
2579	43969.6	1374.76	206.214	0.1	0	2900
2580	43986.8	1374.76	206.214	0.1	0	2900
2581	44003.9	1374.76	206.214	0.1	0	2900
2582	44021.1	1374.76	206.214	0.1	0	2900
2583	44038.3	1374.76	206.214	0.1	0	2900
2584	44055.5	1374.76	206.214	0.1	0	2900
2585	44072.6	1374.76	206.214	0.1	0	2900
2586	44089.8	1374.76	206.214	0.1	0	2900
2587	44107	1374.76	206.214	0.1	0	2900
2588	44124.2	1374.76	206.214	0.1	0	2900
2589	44141.3	1374.76	206.214	0.1	0	2900
2590	44158.5	1374.76	206.214	0.1	0	2900
2591	44175.7	1374.76	206.214	0.1	0	2900
2592	44192.9	1374.76	206.214	0.1	0	2900
2593	44210	1374.76	206.214	0.1	0	2900
2594	44227.2	1374.76	206.214	0.1	0	2900
2595	44244.4	1374.76	206.214	0.1	0	2900
2596	44261.6	1374.76	206.214	0.1	0	2900
2597	44278.7	1374.76	206.214	0.1	0	2900
2598	44295.9	1374.76	206.214	0.1	0	2900
2599	44313.1	1374.76	206.214	0.1	0	2900
2600	44330.3	1374.76	206.214	0.1	0	2900
2601	44347.4	1374.76	206.214	0.1	0	2900
2602	44364.6	1374.76	206.214	0.1	0	2900
2603	44381.8	1374.76	206.214	0.1	0	2900
2604	44399	1374.76	206.214	0.1	0	2900
2605	44416.1	1374.76	206.214	0.1	0	2900
2606	44433.3	1374.76	206.214	0.1	0	2900
2607	44450.5	1374.76	206.214	0.1	0	2900
2608	44467.7	1374.76	206.214	0.1	0	2900
2609	44484.8	1374.76	206.214	0.1	0	2900
2610	44502	1374.76	206.214	0.1	0	2900
2611	44519.2	1374.76	206.214	0.1	0	2900
2612	44536.3	1374.76	206.214	0.1	0	2900
2613	44553.5	1374.76	206.214	0.1	0	2900
2614	44570.7	1374.76	206.214	0.1	0	2900
2615	44587.9	1374.76	206.214	0.1	0	2900
2616	44605	1374.76	206.214	0.1	0	2900
2617	44622.2	1374.76	206.214	0.1	0	2900
2618	44639.4	1374.76	206.214	0.1	0	2900
2619	44656.6	1374.76	206.214	0.1	0	2900
2620	44673.7	1374.76	206.214	0.1	0	2900
2621	44690.9	1374.76	206.214	0.1	0	2900
2622	44708.1	1374.76	206.214	0.1	0	2900
2623	44725.3	1374.76	206.214	0.1	0	2900
2624	44742.4	1374.76	206.214	0.1	0	2900
2625	44759.6	1374.76	206.214	0.1	0	2900
2626	44776.8	1374.76	206.214	0.1	0	2900
2627	44794	1374.76	206.214	0.1	0	2900
2628	44811.1	1374.76	206.214	0.1	0	2900
2629	44828.3	1374.76	206.214	0.1	0	2900
2630	44845.5	1374.76	206.214	0.1	0	2900
2631	44862.7	1374.76	206.214	0.1	0	2900
2632	44879.8	1374.76	206.214	0.1	0	2900
2633	44897	1374.76	206.214	0.1	0	2900
2634	44914.2	1374.76	206.214	0.1	0	2900
2635	44931.4	1374.76	206.214	0.1	0	2900
2636	44948.5	1374.76	206.214	0.1	0	2900
2637	44965.7	1374.76	206.214	0.1	0	2900
2638	44982.9	1374.76	206.214	0.1	0	2900
2639	45000.1	1374.76	206.214	0.1	0	2900
2640	45017.2	1374.76	206.214	0.1	0	2900
2641	45034.4	1374.76	206.214	0.1	0	2900
2642	45051.6	1374.76	206.214	0.1	0	2900
2643	45068.7	1374.76	206.214	0.1	0	2900
2644	45085.9	1374.76	206.214	0.1	0	2900
2645	45103.1	1374.76	206.214	0.1	0	2900
2646	45120.3	1374.76	206.214	0.1	0	2900
2647	45137.4	1374.76	206.214	0.1	0	2900
2648	45154.6	1374.76	206.214	0.1	0	2900
2649	45171.8	1374.76	206.214	0.1	0	2900
2650	45189	1374.76	206.214	0.1	0	2900
2651	45206.1	1374.76	206.214	0.1	0	2900
2652	45223.3	1374.76	206.214	0.1	0	2900
2653	45240.5	1374.76	206.214	0.1	0	2900
2654	45257.7	1374.76	206.214	0.1	0	2900
2655	45274.8	1374.76	206.214	0.1	0	2900
2656	45292	1374.76	206.214	0.1	0	2900
2657	45309.2	1374.76	206.214	0.1	0	2900
2658	45326.4	1374.76	206.214	0.1	0	2900
2659	45343.5	1374.76	206.214	0.1	0	2900
2660	45360.7	1374.76	206.214	0.1	0	2900
2661	45377.9	1374.76	206.214	0.1	0	2900
2662	45395.1	1374.76	206.214	0.1	0	2900
2663	45412.2	1374.76	206.214	0.1	0	2900
2664	45429.4	1374.76	206.214	0.1	0	2900
2665	45446.6	1374.76	206.214	0.1	0	2900
2666	45463.8	1374.76	206.214	0.1	0	2900
2667	45480.9	1374.76	206.214	0.1	0	2900
2668	45498.1	1374.76	206.214	0.1	0	2900
2669	45515.3	1374.76	206.214	0.1	0	2900
2670	45532.4	1374.76	206.214	0.1	0	2900
2671	45549.6	1374.76	206.214	0.1	0	2900
2672	45566.8	1374.76	206.214	0.1	0	2900
2673	45584	1374.76	206.214	0.1	0	2900
2674	45601.1	1374.76	206.214	0.1	0	2900
2675	45618.3	1374.76	206.214	0.1	0	2900
2676	45635.5	1374.76	206.214	0.1	0	2900
2677	45652.7	1374.76	206.214	0.1	0	2900
2678	45669.8	1374.76	206.214	0.1	0	2900
2679	45687	1374.76	206.214	0.1	0	2900
2680	45704.2	1374.76	206.214	0.1	0	2900
2681	45721.4	1374.76	206.214	0.1	0	2900
2682	45738.5	1374.76	206.214	0.1	0	2900
2683	45755.7	1374.76	206.214	0.1	0	2900
2684	45772.9	1374.76	206.214	0.1	0	2900
2685	45790.1	1374.76	206.214	0.1	0	2900
2686	45807.2	1374.76	206.214	0.1	0	2900
2687	45824.4	1374.76	206.214	0.1	0	2900
2688	45841.6	1374.76	206.214	0.1	0	2900
2689	45858.8	1374.76	206.214	0.1	0	2900
2690	45875.9	1374.76	206.214	0.1	0	2900
2691	45893.1	1374.76	206.214	0.1	0	2900
2692	45910.3	1374.76	206.214	0.1	0	2900
2693	45927.5	1374.76	206.214	0.1	0	2900
2694	45944.6	1374.76	206.214	0.1	0	2900
2695	45961.8	1374.76	206.214	0.1	0	2900
2696	45979	1374.76	206.214	0.1	0	2900
2697	45996.2	1374.76	206.214	0.1	0	2900
2698	46013.3	1374.76	206.214	0.1	0	2900
2699	46030.5	1374.76	206.214	0.1	0	2900
2700	46047.7	1374.76	206.214	0.1	0	2900
2701	46064.8	1374.76	206.214	0.1	0	2900
2702	46082	1374.76	206.214	0.1	0	2900
2703	46099.2	1374.76	206.214	0.1	0	2900
2704	46116.4	1374.76	206.214	0.1	0	2900
2705	46133.5	1374.76	206.214	0.1	0	2900
2706	46150.7	1374.76	206.214	0.1	0	2900
2707	46167.9	1374.76	206.214	0.1	0	2900
2708	46185.1	1374.76	206.214	0.1	0	2900
2709	46202.2	1374.76	206.214	0.1	0	2900
2710	46219.4	1374.76	206.214	0.1	0	2900
2711	46236.6	1374.76	206.214	0.1	0	2900
2712	46253.8	1374.76	206.214	0.1	0	2900
2713	46270.9	1374.76	206.214	0.1	0	2900
2714	46288.1	1374.76	206.214	0.1	0	2900
2715	46305.3	1374.76	206.214	0.1	0	2900
2716	46322.5	1374.76	206.214	0.1	0	2900
2717	46339.6	1374.76	206.214	0.1	0	2900
2718	46356.8	1374.76	206.214	0.1	0	2900
2719	46374	1374.76	206.214	0.1	0	2900
2720	46391.2	1374.76	206.214	0.1	0	2900
2721	46408.3	1374.76	206.214	0.1	0	2900
2722	46425.5	1374.76	206.214	0.1	0	2900
2723	46442.7	1374.76	206.214	0.1	0	2900
2724	46459.9	1374.76	206.214	0.1	0	2900
2725	46477	1374.76	206.214	0.1	0	2900
2726	46494.2	1374.76	206.214	0.1	0	2900
2727	46511.4	1374.76	206.214	0.1	0	2900
2728	46528.6	1374.76	206.214	0.1	0	2900
2729	46545.7	1374.76	206.214	0.1	0	2900
2730	46562.9	1374.76	206.214	0.1	0	2900
2731	46580.1	1374.76	206.214	0.1	0	2900
2732	46597.2	1374.76	206.214	0.1	0	2900
2733	46614.4	1374.76	206.214	0.1	0	2900
2734	46631.6	1374.76	206.214	0.1	0	2900
2735	46648.8	1374.76	206.214	0.1	0	2900
2736	46665.9	1374.76	206.214	0.1	0	2900
2737	46683.1	1374.76	206.214	0.1	0	2900
2738	46700.3	1374.76	206.214	0.1	0	2900
2739	46717.5	1374.76	206.214	0.1	0	2900
2740	46734.6	1374.76	206.214	0.1	0	2900
2741	46751.8	1374.76	206.214	0.1	0	2900
2742	46769	1374.76	206.214	0.1	0	2900
2743	46786.2	1374.76	206.214	0.1	0	2900
2744	46803.3	1374.76	206.214	0.1	0	2900
2745	46820.5	1374.76	206.214	0.1	0	2900
2746	46837.7	1374.76	206.214	0.1	0	2900
2747	46854.9	1374.76	206.214	0.1	0	2900
2748	46872	1374.76	206.214	0.1	0	2900
2749	46889.2	1374.76	206.214	0.1	0	2900
2750	46906.4	1374.76	206.214	0.1	0	2900
2751	46923.6	1374.76	206.214	0.1	0	2900
2752	46940.7	1374.76	206.214	0.1	0	2900
2753	46957.9	1374.76	206.214	0.1	0	2900
2754	46975.1	1374.76	206.214	0.1	0	2900
2755	46992.3	1374.76	206.214	0.1	0	2900
2756	47009.4	1374.76	206.214	0.1	0	2900
2757	47026.6	1374.76	206.214	0.1	0	2900
2758	47043.8	1374.76	206.214	0.1	0	2900
2759	47060.9	1374.76	206.214	0.1	0	2900
2760	47078.1	1374.76	206.214	0.1	0	2900
2761	47095.3	1374.76	206.214	0.1	0	2900
2762	47112.5	1374.76	206.214	0.1	0	2900
2763	47129.6	1374.76	206.214	0.1	0	2900
2764	47146.8	1374.76	206.214	0.1	0	2900
2765	47164	1374.76	206.214	0.1	0	2900
2766	47181.2	1374.76	206.214	0.1	0	2900
2767	47198.3	1374.76	206.214	0.1	0	2900
2768	47215.5	1374.76	206.214	0.1	0	2900
2769	47232.7	1374.76	206.214	0.1	0	2900
2770	47249.9	1374.76	206.214	0.1	0	2900
2771	47267	1374.76	206.214	0.1	0	2900
2772	47284.2	1374.76	206.214	0.1	0	2900
2773	47301.4	1374.76	206.214	0.1	0	2900
2774	47318.6	1374.76	206.214	0.1	0	2900
2775	47335.7	1374.76	206.214	0.1	0	2900
2776	47352.9	1374.76	206.214	0.1	0	2900
2777	47370.1	1374.76	206.214	0.1	0	2900
2778	47387.3	1374.76	206.214	0.1	0	2900
2779	47404.4	1374.76	206.214	0.1	0	2900
2780	47421.6	1374.76	206.214	0.1	0	2900
2781	47438.8	1374.76	206.214	0.1	0	2900
2782	47456	1374.76	206.214	0.1	0	2900
2783	47473.1	1374.76	206.214	0.1	0	2900
2784	47490.3	1374.76	206.214	0.1	0	2900
2785	47507.5	1374.76	206.214	0.1	0	2900
2786	47524.7	1374.76	206.214	0.1	0	2900
2787	47541.8	1374.76	206.214	0.1	0	2900
2788	47559	1374.76	206.214	0.1	0	2900
2789	47576.2	1374.76	206.214	0.1	0	2900
2790	47593.3	1374.76	206.214	0.1	0	2900
2791	47610.5	1374.76	206.214	0.1	0	2900
2792	47627.7	1374.76	206.214	0.1	0	2900
2793	47644.9	1374.76	206.214	0.1	0	2900
2794	47662	1374.76	206.214	0.1	0	2900
2795	47679.2	1374.76	206.214	0.1	0	2900
2796	47696.4	1374.76	206.214	0.1	0	2900
2797	47713.6	1374.76	206.214	0.1	0	2900
2798	47730.7	1374.76	206.214	0.1	0	2900
2799	47747.9	1374.76	206.214	0.1	0	2900
2800	47765.1	1374.76	206.214	0.1	0	2900
2801	47782.3	1374.76	206.214	0.1	0	2900
2802	47799.4	1374.76	206.214	0.1	0	2900
2803	47816.6	1374.76	206.214	0.1	0	2900
2804	47833.8	1374.76	206.214	0.1	0	2900
2805	47851	1374.76	206.214	0.1	0	2900
2806	47868.1	1374.76	206.214	0.1	0	2900
2807	47885.3	1374.76	206.214	0.1	0	2900
2808	47902.5	1374.76	206.214	0.1	0	2900
2809	47919.7	1374.76	206.214	0.1	0	2900
2810	47936.8	1374.76	206.214	0.1	0	2900
2811	47954	1374.76	206.214	0.1	0	2900
2812	47971.2	1374.76	206.214	0.1	0	2900
2813	47988.4	1374.76	206.214	0.1	0	2900
2814	48005.5	1374.76	206.214	0.1	0	2900
2815	48022.7	1374.76	206.214	0.1	0	2900
2816	48039.9	1374.76	206.214	0.1	0	2900
2817	48057.1	1374.76	206.214	0.1	0	2900
2818	48074.2	1374.76	206.214	0.1	0	2900
2819	48091.4	1374.76	206.214	0.1	0	2900
2820	48108.6	1374.76	206.214	0.1	0	2900
2821	48125.7	1374.76	206.214	0.1	0	2900
2822	48142.9	1374.76	206.214	0.1	0	2900
2823	48160.1	1374.76	206.214	0.1	0	2900
2824	48177.3	1374.76	206.214	0.1	0	2900
2825	48194.4	1374.76	206.214	0.1	0	2900
2826	48211.6	1374.76	206.214	0.1	0	2900
2827	48228.8	1374.76	206.214	0.1	0	2900
2828	48246	1374.76	206.214	0.1	0	2900
2829	48263.1	1374.76	206.214	0.1	0	2900
2830	48280.3	1374.76	206.214	0.1	0	2900
2831	48297.5	1374.76	206.214	0.1	0	2900
2832	48314.7	1374.76	206.214	0.1	0	2900
2833	48331.8	1374.76	206.214	0.1	0	2900
2834	48349	1374.76	206.214	0.1	0	2900
2835	48366.2	1374.76	206.214	0.1	0	2900
2836	48383.4	1374.76	206.214	0.1	0	2900
2837	48400.5	1374.76	206.214	0.1	0	2900
2838	48417.7	1374.76	206.214	0.1	0	2900
2839	48434.9	1374.76	206.214	0.1	0	2900
2840	48452.1	1374.76	206.214	0.1	0	2900
2841	48469.2	1374.76	206.214	0.1	0	2900
2842	48486.4	1374.76	206.214	0.1	0	2900
2843	48503.6	1374.76	206.214	0.1	0	2900
2844	48520.8	1374.76	206.214	0.1	0	2900
2845	48537.9	1374.76	206.214	0.1	0	2900
2846	48555.1	1374.76	206.214	0.1	0	2900
2847	48572.3	1374.76	206.214	0.1	0	2900
2848	48589.4	1374.76	206.214	0.1	0	2900
2849	48606.6	1374.76	206.214	0.1	0	2900
2850	48623.8	1374.76	206.214	0.1	0	2900
2851	48641	1374.76	206.214	0.1	0	2900
2852	48658.1	1374.76	206.214	0.1	0	2900
2853	48675.3	1374.76	206.214	0.1	0	2900
2854	48692.5	1374.76	206.214	0.1	0	2900
2855	48709.7	1374.76	206.214	0.1	0	2900
2856	48726.8	1374.76	206.214	0.1	0	2900
2857	48744	1374.76	206.214	0.1	0	2900
2858	48761.2	1374.76	206.214	0.1	0	2900
2859	48778.4	1374.76	206.214	0.1	0	2900
2860	48795.5	1374.76	206.214	0.1	0	2900
2861	48812.7	1374.76	206.214	0.1	0	2900
2862	48829.9	1374.76	206.214	0.1	0	2900
2863	48847.1	1374.76	206.214	0.1	0	2900
2864	48864.2	1374.76	206.214	0.1	0	2900
2865	48881.4	1374.76	206.214	0.1	0	2900
2866	48898.6	1374.76	206.214	0.1	0	2900
2867	48915.8	1374.76	206.214	0.1	0	2900
2868	48932.9	1374.76	206.214	0.1	0	2900
2869	48950.1	1374.76	206.214	0.1	0	2900
2870	48967.3	1374.76	206.214	0.1	0	2900
2871	48984.5	1374.76	206.214	0.1	0	2900
2872	49001.6	1374.76	206.214	0.1	0	2900
2873	49018.8	1374.76	206.214	0.1	0	2900
2874	49036	1374.76	206.214	0.1	0	2900
2875	49053.1	1374.76	206.214	0.1	0	2900
2876	49070.3	1374.76	206.214	0.1	0	2900
2877	49087.5	1374.76	206.214	0.1	0	2900
2878	49104.7	1374.76	206.214	0.1	0	2900
2879	49121.8	1374.76	206.214	0.1	0	2900
2880	49139	1374.76	206.214	0.1	0	2900
2881	49156.2	1374.76	206.214	0.1	0	2900
2882	49173.4	1374.76	206.214	0.1	0	2900
2883	49190.5	1374.76	206.214	0.1	0	2900
2884	49207.7	1374.76	206.214	0.1	0	2900
2885	49224.9	1374.76	206.214	0.1	0	2900
2886	49242.1	1374.76	206.214	0.1	0	2900
2887	49259.2	1374.76	206.214	0.1	0	2900
2888	49276.4	1374.76	206.214	0.1	0	2900
2889	49293.6	1374.76	206.214	0.1	0	2900
2890	49310.8	1374.76	206.214	0.1	0	2900
2891	49327.9	1374.76	206.214	0.1	0	2900
2892	49345.1	1374.76	206.214	0.1	0	2900
2893	49362.3	1374.76	206.214	0.1	0	2900
2894	49379.5	1374.76	206.214	0.1	0	2900
2895	49396.6	1374.76	206.214	0.1	0	2900
2896	49413.8	1374.76	206.214	0.1	0	2900
2897	49431	1374.76	206.214	0.1	0	2900
2898	49448.2	1374.76	206.214	0.1	0	2900
2899	49465.3	1374.76	206.214	0.1	0	2900
2900	49482.5	1374.76	206.214	0.1	0	2900
2901	49499.7	1374.76	206.214	0.1	0	2900
2902	49516.9	1374.76	206.214	0.1	0	2900
2903	49534	1374.76	206.214	0.1	0	2900
2904	49551.2	1374.76	206.214	0.1	0	2900
2905	49568.4	1374.76	206.214	0.1	0	2900
2906	49585.5	1374.76	206.214	0.1	0	2900
2907	49602.7	1374.76	206.214	0.1	0	2900
2908	49619.9	1374.76	206.214	0.1	0	2900
2909	49637.1	1374.76	206.214	0.1	0	2900
2910	49654.2	1374.76	206.214	0.1	0	2900
2911	49671.4	1374.76	206.214	0.1	0	2900
2912	49688.6	1374.76	206.214	0.1	0	2900
2913	49705.8	1374.76	206.214	0.1	0	2900
2914	49722.9	1374.76	206.214	0.1	0	2900
2915	49740.1	1374.76	206.214	0.1	0	2900
2916	49757.3	1374.76	206.214	0.1	0	2900
2917	49774.5	1374.76	206.214	0.1	0	2900
2918	49791.6	1374.76	206.214	0.1	0	2900
2919	49808.8	1374.76	206.214	0.1	0	2900
2920	49826	1374.76	206.214	0.1	0	2900
2921	49843.2	1374.76	206.214	0.1	0	2900
2922	49860.3	1374.76	206.214	0.1	0	2900
2923	49877.5	1374.76	206.214	0.1	0	2900
2924	49894.7	1374.76	206.214	0.1	0	2900
2925	49911.9	1374.76	206.214	0.1	0	2900
2926	49929	1374.76	206.214	0.1	0	2900
2927	49946.2	1374.76	206.214	0.1	0	2900
2928	49963.4	1374.76	206.214	0.1	0	2900
2929	49980.6	1374.76	206.214	0.1	0	2900
2930	49997.7	1374.76	206.214	0.1	0	2900
2931	50014.9	1374.76	206.214	0.1	0	2900
2932	50032.1	1374.76	206.214	0.1	0	2900
2933	50049.2	1374.76	206.214	0.1	0	2900
2934	50066.4	1374.76	206.214	0.1	0	2900
2935	50083.6	1374.76	206.214	0.1	0	2900
2936	50100.8	1374.76	206.214	0.1	0	2900
2937	50117.9	1374.76	206.214	0.1	0	2900
2938	50135.1	1374.76	206.214	0.1	0	2900
2939	50152.3	1374.76	206.214	0.1	0	2900
2940	50169.5	1374.76	206.214	0.1	0	2900
2941	50186.6	1374.76	206.214	0.1	0	2900
2942	50203.8	1374.76	206.214	0.1	0	2900
2943	50221	1374.76	206.214	0.1	0	2900
2944	50238.2	1374.76	206.214	0.1	0	2900
2945	50255.3	1374.76	206.214	0.1	0	2900
2946	50272.5	1374.76	206.214	0.1	0	2900
2947	50289.7	1374.76	206.214	0.1	0	2900
2948	50306.9	1374.76	206.214	0.1	0	2900
2949	50324	1374.76	206.214	0.1	0	2900
2950	50341.2	1374.76	206.214	0.1	0	2900
2951	50358.4	1374.76	206.214	0.1	0	2900
2952	50375.6	1374.76	206.214	0.1	0	2900
2953	50392.7	1374.76	206.214	0.1	0	2900
2954	50409.9	1374.76	206.214	0.1	0	2900
2955	50427.1	1374.76	206.214	0.1	0	2900
2956	50444.3	1374.76	206.214	0.1	0	2900
2957	50461.4	1374.76	206.214	0.1	0	2900
2958	50478.6	1374.76	206.214	0.1	0	2900
2959	50495.8	1374.76	206.214	0.1	0	2900
2960	50513	1374.76	206.214	0.1	0	2900
2961	50530.1	1374.76	206.214	0.1	0	2900
2962	50547.3	1374.76	206.214	0.1	0	2900
2963	50564.5	1374.76	206.214	0.1	0	2900
2964	50581.6	1374.76	206.214	0.1	0	2900
2965	50598.8	1374.76	206.214	0.1	0	2900
2966	50616	1374.76	206.214	0.1	0	2900
2967	50633.2	1374.76	206.214	0.1	0	2900
2968	50650.3	1374.76	206.214	0.1	0	2900
2969	50667.5	1374.76	206.214	0.1	0	2900
2970	50684.7	1374.76	206.214	0.1	0	2900
2971	50701.9	1374.76	206.214	0.1	0	2900
2972	50719	1374.76	206.214	0.1	0	2900
2973	50736.2	1374.76	206.214	0.1	0	2900
2974	50753.4	1374.76	206.214	0.1	0	2900
2975	50770.6	1374.76	206.214	0.1	0	2900
2976	50787.7	1374.76	206.214	0.1	0	2900
2977	50804.9	1374.76	206.214	0.1	0	2900
2978	50822.1	1374.76	206.214	0.1	0	2900
2979	50839.3	1374.76	206.214	0.1	0	2900
2980	50856.4	1374.76	206.214	0.1	0	2900
2981	50873.6	1374.76	206.214	0.1	0	2900
2982	50890.8	1374.76	206.214	0.1	0	2900
2983	50908	1374.76	206.214	0.1	0	2900
2984	50925.1	1374.76	206.214	0.1	0	2900
2985	50942.3	1374.76	206.214	0.1	0	2900
2986	50959.5	1374.76	206.214	0.1	0	2900
2987	50976.7	1374.76	206.214	0.1	0	2900
2988	50993.8	1374.76	206.214	0.1	0	2900
2989	51011	1374.76	206.214	0.1	0	2900
2990	51028.2	1374.76	206.214	0.1	0	2900
2991	51045.4	1374.76	206.214	0.1	0	2900
2992	51062.5	1374.76	206.214	0.1	0	2900
2993	51079.7	1374.76	206.214	0.1	0	2900
2994	51096.9	1374.76	206.214	0.1	0	2900
2995	51114	1374.76	206.214	0.1	0	2900
2996	51131.2	1374.76	206.214	0.1	0	2900
2997	51148.4	1374.76	206.214	0.1	0	2900
2998	51165.6	1374.76	206.214	0.1	0	2900
2999	51182.7	1374.76	206.214	0.1	0	2900
3000	51199.9	1374.76	206.214	0.1	0	2900
3001	51217.1	1374.76	206.214	0.1	0	2900
3002	51234.3	1374.76	206.214	0.1	0	2900
3003	51251.4	1374.76	206.214	0.1	0	2900
3004	51268.6	1374.76	206.214	0.1	0	2900
3005	51285.8	1374.76	206.214	0.1	0	2900
3006	51303	1374.76	206.214	0.1	0	2900
3007	51320.1	1374.76	206.214	0.1	0	2900
3008	51337.3	1374.76	206.214	0.1	0	2900
3009	51354.5	1374.76	206.214	0.1	0	2900
3010	51371.7	1374.76	206.214	0.1	0	2900
3011	51388.8	1374.76	206.214	0.1	0	2900
3012	51406	1374.76	206.214	0.1	0	2900
3013	51423.2	1374.76	206.214	0.1	0	2900
3014	51440.4	1374.76	206.214	0.1	0	2900
3015	51457.5	1374.76	206.214	0.1	0	2900
3016	51474.7	1374.76	206.214	0.1	0	2900
3017	51491.9	1374.76	206.214	0.1	0	2900
3018	51509.1	1374.76	206.214	0.1	0	2900
3019	51526.2	1374.76	206.214	0.1	0	2900
3020	51543.4	1374.76	206.214	0.1	0	2900
3021	51560.6	1374.76	206.214	0.1	0	2900
3022	51577.8	1374.76	206.214	0.1	0	2900
3023	51594.9	1374.76	206.214	0.1	0	2900
3024	51612.1	1374.76	206.214	0.1	0	2900
3025	51629.3	1374.76	206.214	0.1	0	2900
3026	51646.4	1374.76	206.214	0.1	0	2900
3027	51663.6	1374.76	206.214	0.1	0	2900
3028	51680.8	1374.76	206.214	0.1	0	2900
3029	51698	1374.76	206.214	0.1	0	2900
3030	51715.1	1374.76	206.214	0.1	0	2900
3031	51732.3	1374.76	206.214	0.1	0	2900
3032	51749.5	1374.76	206.214	0.1	0	2900
3033	51766.7	1374.76	206.214	0.1	0	2900
3034	51783.8	1374.76	206.214	0.1	0	2900
3035	51801	1374.76	206.214	0.1	0	2900
3036	51818.2	1374.76	206.214	0.1	0	2900
3037	51835.4	1374.76	206.214	0.1	0	2900
3038	51852.5	1374.76	206.214	0.1	0	2900
3039	51869.7	1374.76	206.214	0.1	0	2900
3040	51886.9	1374.76	206.214	0.1	0	2900
3041	51904.1	1374.76	206.214	0.1	0	2900
3042	51921.2	1374.76	206.214	0.1	0	2900
3043	51938.4	1374.76	206.214	0.1	0	2900
3044	51955.6	1374.76	206.214	0.1	0	2900
3045	51972.8	1374.76	206.214	0.1	0	2900
3046	51989.9	1374.76	206.214	0.1	0	2900
3047	52007.1	1374.76	206.214	0.1	0	2900
3048	52024.3	1374.76	206.214	0.1	0	2900
3049	52041.4	1374.76	206.214	0.1	0	2900
3050	52058.6	1374.76	206.214	0.1	0	2900
3051	52075.8	1374.76	206.214	0.1	0	2900
3052	52093	1374.76	206.214	0.1	0	2900
3053	52110.1	1374.76	206.214	0.1	0	2900
3054	52127.3	1374.76	206.214	0.1	0	2900
